submission_id,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemType,languages,name1,name2,prompt,response,responseTime,targeted,trialNR
1653,48,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,82347,1705074638412,1705074556065,female,drug,English ,Denoden,Agoriv,The drug Denoden has been found to be associated with Agoriv.,Denoden causes Agoriv.,45870,first,0
1654,60,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated High-school,63278,1705074641023,1705074577745,male,drug,English,Themaglin,Denoden,The drug Themaglin has been found to be associated with Denoden.,Themaglin causes Denoden.,34912,first,0
1660,33,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,26002,1705074652742,1705074626740,male,drug,English,Denoden,Flembers,Denoden has been found to be associated with the drug Flembers.,Denoden causes Flembers.,6291,second,0
1666,53,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated High-school,47613,1705074656108,1705074608495,female,drug,English,Agoriv,Denoden,Agoriv has been found to be associated with the drug Denoden.,Agoriv causes Denoden.,24990,second,0
1669,36,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,50070,1705074658705,1705074608635,male,drug,English,Flembers,Ceflar,Flembers has been found to be associated with the drug Ceflar.,Ceflar causes Flembers.,31281,second,0
1692,52,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,42144,1705074684915,1705074642771,female,disease,English,Themaglin,Ceflar,Themaglin has been found to be associated with the disease Ceflar.,Themaglin causes Ceflar.,20190,second,0
1723,33,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated High-school,70700,1705074728158,1705074657458,male,disease,English,Flembers,Ceflar,Flembers has been found to be associated with the disease Ceflar.,Flembers causes Ceflar.,46005,second,0
1740,43,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated High-school,53568,1705074783640,1705074730072,male,disease,English,Themaglin,Ceflar,The disease Themaglin has been found to be associated with Ceflar.,Ceflar causes Themaglin.,34097,first,0
1746,27,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,132506,1705074824449,1705074691943,male,disease,English,Ceflar,Themaglin,Ceflar has been found to be associated with the disease Themaglin.,Themaglin causes Ceflar.,102456,second,0
1646,24,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,20825,1705074631694,1705074610869,male,drug,English,Themaglin,Denoden,The drug Themaglin has been found to be associated with Denoden.,Themaglin causes Denoden.,11150,first,0
1675,28,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,36756,1705074666641,1705074629885,female,disease,English,Denoden,Rebosen,The disease Denoden has been found to be associated with Rebosen.,Rebosen causes Denoden.,21959,first,0
1676,69,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,"Thanks, take care",Graduated High-school,59937,1705074667994,1705074608057,male,disease,English,Ceflar,Agoriv,The disease Ceflar has been found to be associated with Agoriv.,Agoriv causes Ceflar.,23214,first,0
1684,59,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Did not graduate High-school,55327,1705074675753,1705074620426,male,drug,English,Agoriv,Themaglin,Agoriv has been found to be associated with the drug Themaglin.,Themaglin causes Agoriv.,31135,second,0
1687,74,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,None,Higher degree,90657,1705074679509,1705074588852,female,drug,ENGLISH ,Themaglin,Agoriv,Themaglin has been found to be associated with the drug Agoriv.,Agoriv causes Themaglin.,40255,second,0
1690,50,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,61972,1705074675021,1705074613049,female,drug,english,Denoden,Agoriv,The drug Denoden has been found to be associated with Agoriv.,Denoden causes Agoriv.,21609,first,0
1694,27,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,32449,1705074688677,1705074656228,female,drug,English,Rebosen,Flembers,The drug Rebosen has been found to be associated with Flembers.,Rebosen causes Flembers.,13450,first,0
1695,27,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,56872,1705074687319,1705074630447,female,drug,English,Ceflar,Themaglin,Ceflar has been found to be associated with the drug Themaglin.,Themaglin causes Ceflar.,23917,second,0
1722,45,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated College,100902,1705074728062,1705074627160,female,drug,English,Themaglin,Flembers,Themaglin has been found to be associated with the drug Flembers.,Flembers causes Themaglin.,15771,second,0
1647,76,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,92837,1705074631709,1705074538872,female,drug,English,Themaglin,Denoden,Themaglin has been found to be associated with the drug Denoden.,Denoden causes Themaglin.,48876,second,0
1661,61,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated High-school,88282,1705074649443,1705074561161,male,drug,English,Flembers,Rebosen,Flembers has been found to be associated with the drug Rebosen.,Rebosen causes Flembers.,51217,second,0
1665,36,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated College,27607,1705074653474,1705074625867,male,disease,English,Denoden,Themaglin,The disease Denoden has been found to be associated with Themaglin.,Denoden causes Themaglin.,11720,first,0
1708,65,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,58476,1705074706738,1705074648262,male,disease,English,Agoriv,Ceflar,Agoriv has been found to be associated with the disease Ceflar.,Ceflar causes Agoriv.,20433,second,0
1713,41,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,52571,1705074716498,1705074663927,male,disease,English,Themaglin,Denoden,Themaglin has been found to be associated with the disease Denoden.,Themaglin causes Denoden.,28894,second,0
1715,37,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Graduated College,69100,1705074716878,1705074647778,male,disease,English,Rebosen,Agoriv,The disease Rebosen has been found to be associated with Agoriv.,Agoriv causes Rebosen.,44115,first,0
1719,61,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,48493,1705074727081,1705074678588,female,drug,English ,Rebosen,Flembers,The drug Rebosen has been found to be associated with Flembers.,Rebosen causes Flembers.,27645,first,0
1648,43,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated College,63940,1705074630860,1705074566920,male,disease,English,Rebosen,Ceflar,The disease Rebosen has been found to be associated with Ceflar.,Ceflar causes Rebosen.,40605,first,0
1657,31,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,58189,1705074643575,1705074585386,female,drug,English,Ceflar,Denoden,The drug Ceflar has been found to be associated with Denoden.,Ceflar causes Denoden.,20741,first,0
1663,40,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,,Higher degree,37802,1705074652845,1705074615043,female,disease,English,Agoriv,Rebosen,The disease Agoriv has been found to be associated with Rebosen.,Rebosen causes Agoriv.,18150,first,0
1650,46,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated High-school,58946,1705074635893,1705074576947,female,drug,english,Themaglin,Denoden,Themaglin has been found to be associated with the drug Denoden.,Denoden causes Themaglin.,29551,second,0
1673,38,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,33285,1705074663205,1705074629920,female,drug,English,Denoden,Agoriv,Denoden has been found to be associated with the drug Agoriv.,Agoriv causes Denoden.,15793,second,0
1693,61,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated College,58826,1705074637892,1705074579066,female,drug,English,Agoriv,Rebosen,Agoriv has been found to be associated with the drug Rebosen.,Rebosen causes Agoriv.,30243,second,0
1702,35,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,56736,1705074697549,1705074640813,male,drug,English,Themaglin,Agoriv,Themaglin has been found to be associated with the drug Agoriv.,Agoriv causes Themaglin.,30004,second,0
1655,38,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,36606,1705074642015,1705074605409,female,disease,english,Ceflar,Denoden,The disease Ceflar has been found to be associated with Denoden.,Denoden causes Ceflar.,14633,first,0
1662,47,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Higher degree,46555,1705074652780,1705074606225,male,disease,English,Themaglin,Ceflar,Themaglin has been found to be associated with the disease Ceflar.,Ceflar causes Themaglin.,27012,second,0
1674,31,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,40853,1705074665297,1705074624444,male,disease,English,Flembers,Denoden,The disease Flembers has been found to be associated with Denoden.,Flembers causes Denoden.,17640,first,0
1680,37,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Higher degree,55763,1705074671352,1705074615589,female,disease,english,Denoden,Flembers,Denoden has been found to be associated with the disease Flembers.,Denoden causes Flembers.,27739,second,0
1683,44,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Higher degree,64946,1705074708368,1705074643422,male,disease,English,Ceflar,Rebosen,The disease Ceflar has been found to be associated with Rebosen.,Ceflar causes Rebosen.,42492,first,0
1688,38,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated College,81721,1705074682037,1705074600316,female,disease,english,Rebosen,Denoden,Rebosen has been found to be associated with the disease Denoden.,Denoden causes Rebosen.,37996,second,0
1699,33,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,35935,1705074691576,1705074655641,male,disease,English,Denoden,Rebosen,The disease Denoden has been found to be associated with Rebosen.,Rebosen causes Denoden.,14201,first,0
1706,59,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,None at this time.,Did not graduate High-school,160245,1705074713795,1705074553550,male,disease,English,Denoden,Flembers,The disease Denoden has been found to be associated with Flembers.,Flembers causes Denoden.,91244,first,0
1717,57,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,75218,1705074724160,1705074648942,female,drug,English ,Agoriv,Denoden,Agoriv has been found to be associated with the drug Denoden.,Denoden causes Agoriv.,28338,second,0
1659,56,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,57279,1705074646605,1705074589326,male,drug,English,Themaglin,Agoriv,The drug Themaglin has been found to be associated with Agoriv.,Themaglin causes Agoriv.,26085,first,0
1670,73,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,66108,1705074659963,1705074593855,male,drug,,Themaglin,Agoriv,The drug Themaglin has been found to be associated with Agoriv.,Themaglin causes Agoriv.,34372,first,0
1672,60,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated College,100671,1705074662806,1705074562135,male,drug,English,Ceflar,Flembers,The drug Ceflar has been found to be associated with Flembers.,Ceflar causes Flembers.,66068,first,0
1679,52,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,51560,1705074671204,1705074619644,female,disease,English ,Agoriv,Flembers,The disease Agoriv has been found to be associated with Flembers.,Flembers causes Agoriv.,22502,first,0
1678,44,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,56936,1705074670171,1705074613235,female,drug,English,Ceflar,Themaglin,Ceflar has been found to be associated with the drug Themaglin.,Themaglin causes Ceflar.,30684,second,0
1681,28,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Higher degree,42674,1705074669558,1705074626884,female,disease,English,Agoriv,Denoden,The disease Agoriv has been found to be associated with Denoden.,Denoden causes Agoriv.,21417,first,0
1698,35,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated College,38163,1705074691582,1705074653419,female,drug,English,Denoden,Ceflar,The drug Denoden has been found to be associated with Ceflar.,Denoden causes Ceflar.,17148,first,0
1712,65,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,Nofurthercomment,Graduated College,137322,1705074712408,1705074575086,female,drug, Cantonese,Denoden,Themaglin,The drug Denoden has been found to be associated with Themaglin.,Themaglin causes Denoden.,51899,first,0
1714,61,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated High-school,116879,1705074715055,1705074598176,male,drug,English,Themaglin,Flembers,The drug Themaglin has been found to be associated with Flembers.,Themaglin causes Flembers.,74513,first,0
1744,58,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Graduated College,43122,1705074820011,1705074776889,female,disease,English ,Flembers,Denoden,Flembers has been found to be associated with the disease Denoden.,Denoden causes Flembers.,23397,second,0
1682,48,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated High-school,32250,1705074674718,1705074642468,female,drug,english,Denoden,Themaglin,Denoden has been found to be associated with the drug Themaglin.,Themaglin causes Denoden.,12764,second,0
1697,57,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated High-school,34428,1705074690984,1705074656556,female,drug,English,Ceflar,Denoden,Ceflar has been found to be associated with the drug Denoden.,Denoden causes Ceflar.,12247,second,0
1704,58,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,"Interesting, thought provoking",Graduated High-school,90871,1705074702301,1705074611430,female,disease,English,Rebosen,Themaglin,The disease Rebosen has been found to be associated with Themaglin.,Rebosen causes Themaglin.,42988,first,0
1686,72,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,53249,1705074666478,1705074613229,female,disease,english,Rebosen,Denoden,The disease Rebosen has been found to be associated with Denoden.,Denoden causes Rebosen.,24490,first,0
1691,44,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,110437,1705074951507,1705074841070,male,drug,English ,Themaglin,Flembers,The drug Themaglin has been found to be associated with Flembers.,Themaglin causes Flembers.,21122,first,0
1700,28,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Higher degree,25528,1705074694087,1705074668559,male,disease,,Rebosen,Agoriv,Rebosen has been found to be associated with the disease Agoriv.,Agoriv causes Rebosen.,15154,second,0
1701,34,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,na,Higher degree,77839,1705074697035,1705074619196,female,disease,english,Denoden,Agoriv,The disease Denoden has been found to be associated with Agoriv.,Agoriv causes Denoden.,13186,first,0
1707,22,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated High-school,44364,1705074706502,1705074662138,male,drug,English,Rebosen,Agoriv,The drug Rebosen has been found to be associated with Agoriv.,Rebosen causes Agoriv.,19044,first,0
1709,30,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,37618,1705074702617,1705074664999,male,disease,English,Flembers,Themaglin,Flembers has been found to be associated with the disease Themaglin.,Themaglin causes Flembers.,16401,second,0
1724,42,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,I don't actually think either is more likely. In fact they might have nothing to do with each other at all.,Higher degree,100729,1705074731311,1705074630582,female,disease,English,Denoden,Ceflar,Denoden has been found to be associated with the disease Ceflar.,Denoden causes Ceflar.,43640,second,0
1735,36,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated High-school,26768,1705074753604,1705074726836,male,disease,English,Flembers,Rebosen,Flembers has been found to be associated with the disease Rebosen.,Rebosen causes Flembers.,13695,second,0
1747,60,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,I came to my decision thinking of examples such as poor air quality being associated with respiratory complaints respiratory problems don't cause poor air quality but poor air quality causes respiratory problems. ,Graduated College,333168,1705074822740,1705074489572,male,disease,English,Flembers,Ceflar,Flembers has been found to be associated with the disease Ceflar.,Flembers causes Ceflar.,148144,second,0
1710,45,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated High-school,50545,1705074711648,1705074661103,male,disease,English,Flembers,Denoden,The disease Flembers has been found to be associated with Denoden.,Flembers causes Denoden.,21456,first,0
1716,65,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated High-school,54802,1705074721729,1705074666927,female,disease,English,Denoden,Flembers,Denoden has been found to be associated with the disease Flembers.,Denoden causes Flembers.,22057,second,0
1726,58,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Graduated High-school,83983,1705074733627,1705074649644,female,disease,English ,Denoden,Ceflar,Denoden has been found to be associated with the disease Ceflar.,Denoden causes Ceflar.,50509,second,0
1729,58,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,None.,Graduated College,37112,1705074741566,1705074704454,female,disease,English,Flembers,Agoriv,The disease Flembers has been found to be associated with Agoriv.,Agoriv causes Flembers.,16276,first,0
1730,24,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,66634,1705074744097,1705074677463,female,disease,English,Denoden,Themaglin,The disease Denoden has been found to be associated with Themaglin.,Themaglin causes Denoden.,47261,first,0
1731,35,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated High-school,41254,1705074747518,1705074706264,female,drug,English,Flembers,Themaglin,Flembers has been found to be associated with the drug Themaglin.,Themaglin causes Flembers.,23317,second,0
1733,44,Ceflar causes Agoriv.,Agoriv causes Ceflar.,Ceflar,"Actually neither. Correlation does not equal causation, but you didn't give me that option.",Higher degree,54665,1705074747714,1705074693049,female,drug,English,Agoriv,Ceflar,The drug Agoriv has been found to be associated with Ceflar.,Agoriv causes Ceflar.,14443,first,0
1720,57,Rebosen causes Agoriv.,Agoriv causes Rebosen.,Rebosen,interesting question!,Graduated College,43205,1705074727075,1705074683870,female,disease,english,Agoriv,Rebosen,The disease Agoriv has been found to be associated with Rebosen.,Rebosen causes Agoriv.,17202,first,0
1742,66,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,Didn’t think there was enough information to make an informed decision really ,Graduated College,94495,1705074800225,1705074705730,female,disease,English ,Ceflar,Flembers,Ceflar has been found to be associated with the disease Flembers.,Flembers causes Ceflar.,37624,second,0
1725,39,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,195588,1705074731886,1705074536298,male,drug,English,Flembers,Ceflar,The drug Flembers has been found to be associated with Ceflar.,Flembers causes Ceflar.,14384,first,0
1728,61,Themaglin causes Rebosen.,Rebosen causes Themaglin.,Themaglin,,Higher degree,37667,1705074741432,1705074703765,male,disease,English,Rebosen,Themaglin,The disease Rebosen has been found to be associated with Themaglin.,Themaglin causes Rebosen.,21652,first,0
