submission_id,QUD,QUDTarget,age,choice1,choice2,choiceNameFirst,comments,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,name1,name2,prolific_pid,prolific_session_id,prolific_study_id,response,responseTime,statement,statementFirst,treatment,trialNR
1997,I am surprised that you think Flembers should be removed from the samples.,second,58,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,63259,1709909755468,1709909692209,female,English,Ceflar,Flembers,5b673490e89b0d0001a885e7,65eb26b6d601bbd3d2f83358,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,39050,Ceflar is associated with Flembers.,first,avoidance,0
2002,I was surprised to see Denoden in yesterday's sample.,second,67,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Graduated College,45087,1709909764085,1709909718998,female,English ,Flembers,Denoden,56fee62304254b000e00169b,65eb26cd5aae67e518c94776,65eb1de69438b51c1c55a653,Denoden causes Flembers.,25339,Denoden is associated with Flembers.,second,observation,0
2018,I am surprised that you think Agoriv should be removed from the samples.,second,36,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,63686,1709909806795,1709909743109,male,English,Denoden,Agoriv,5e81ad7cb706bb88bc5c2fc8,65eb26e57c979c516995ae3b,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,34436,Agoriv is associated with Denoden.,second,avoidance,0
2032,I am surprised that you think Flembers should be removed from the samples.,first,36,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated High-school,64166,1709909842420,1709909778254,female,English,Flembers,Agoriv,5af07de697a14300017d0c4f,65eb27056cd67578d24a1142,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,35537,Agoriv is associated with Flembers.,second,avoidance,0
1947,I was surprised to see Themaglin in yesterday's sample.,first,21,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated High-school,38927,1709909580630,1709909541703,female,english,Themaglin,Agoriv,60e074644d4c7314b8dd0c41,65eb261f75cd1ae288c97b49,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,22416,Themaglin is associated with Agoriv.,first,observation,0
1974,I am surprised that you think Themaglin should be removed from the samples.,second,46,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Graduated High-school,48198,1709909677606,1709909629408,male,english,Denoden,Themaglin,62ad9574778df45973491084,65eb26777b102edfe495ad66,65eb1de69438b51c1c55a653,Denoden causes Themaglin.,26488,Denoden is associated with Themaglin.,first,avoidance,0
2045,I am surprised that you think Ceflar should be removed from the samples.,second,61,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Higher degree,79290,1709909864742,1709909785452,female,english,Rebosen,Ceflar,5c75c7c92c662600014eb328,65eb2706e89908f27d3d01d9,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,43979,Rebosen is associated with Ceflar.,first,avoidance,0
2053,I was surprised to see Themaglin in yesterday's sample.,first,24,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,108776,1709909873410,1709909764634,male,English,Themaglin,Flembers,65391ab9675c5246bf96aacf,65eb26fc454c42b2005a11dc,65eb1de69438b51c1c55a653,Themaglin causes Flembers.,59092,Flembers is associated with Themaglin.,second,observation,0
2057,I was surprised to see Themaglin in yesterday's sample.,first,65,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Higher degree,66750,1709909884746,1709909817996,male,English,Themaglin,Ceflar,605f0261f7535729c1a9881e,65eb272fc67d1dae4f5e09a8,65eb1de69438b51c1c55a653,Ceflar causes Themaglin.,41333,Themaglin is associated with Ceflar.,first,observation,0
2081,I was surprised to see Denoden in yesterday's sample.,first,45,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Graduated College,72281,1709909936101,1709909863820,female,English,Denoden,Agoriv,5daccbd747b9d20013a2e63c,65eb275d9215855d621fd59a,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,29537,Agoriv is associated with Denoden.,second,observation,0
2087,I am surprised that you think Flembers should be removed from the samples.,first,32,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,56880,1709909946872,1709909889992,female,English ,Flembers,Denoden,5aea84133ba4810001da92be,65eb277bf4ca300b44278f52,65eb1de69438b51c1c55a653,Denoden causes Flembers.,31246,Denoden is associated with Flembers.,second,avoidance,0
2089,I am surprised that you think Agoriv should be removed from the samples.,second,46,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated High-school,57597,1709909956459,1709909898862,male,English ,Themaglin,Agoriv,64147831ba6dfdfb997636e8,65eb27824df22a4f0831a471,65eb1de69438b51c1c55a653,Themaglin causes Agoriv.,31491,Agoriv is associated with Themaglin.,second,avoidance,0
1957,I am surprised that you think Denoden should be removed from the samples.,first,32,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,I would actually like to have answered the question as neither but was not an option so I just picked at random ,Higher degree,105405,1709909608816,1709909503411,female,English ,Denoden,Agoriv,62d16f2afa6cba3484ce611d,65eb25f7f4ca300b44278eb9,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,37917,Denoden is associated with Agoriv.,first,avoidance,0
1958,I was surprised to see Flembers in yesterday's sample.,first,38,Flembers causes Themaglin.,Themaglin causes Flembers.,Flembers,,Graduated College,66553,1709909615298,1709909548745,female,English,Flembers,Themaglin,5bfc6305ab1223000193cbb9,65eb262161ce9003d455b5a6,65eb1de69438b51c1c55a653,Themaglin causes Flembers.,36472,Themaglin is associated with Flembers.,second,observation,0
1962,I was surprised to see Denoden in yesterday's sample.,second,46,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Higher degree,44282,1709909635493,1709909591211,male,English,Themaglin,Denoden,6414254cd69f0656e81ae28c,65eb264c45f27ff2527fa7c6,65eb1de69438b51c1c55a653,Themaglin causes Denoden.,23208,Denoden is associated with Themaglin.,second,observation,0
1964,I am surprised that you think Themaglin should be removed from the samples.,first,23,Themaglin causes Denoden.,Denoden causes Themaglin.,Themaglin,,Higher degree,61917,1709909640112,1709909578195,female,English ,Themaglin,Denoden,601ffaf37df84c55d0b6775c,65eb264432c887872a07d45b,65eb1de69438b51c1c55a653,Themaglin causes Denoden.,40415,Themaglin is associated with Denoden.,first,avoidance,0
1965,I am surprised that you think Rebosen should be removed from the samples.,second,44,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated College,59731,1709909644611,1709909584880,female,Enlish,Denoden,Rebosen,6140ce04fc55c3149baf0f8b,65eb262411a25e4a979511a6,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,24469,Rebosen is associated with Denoden.,second,avoidance,0
2000,I was surprised to see Agoriv in yesterday's sample.,first,43,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv, N/A,Graduated High-school,84255,1709909762058,1709909677803,male,English,Agoriv,Denoden,61037333eaacd23a3460ffc2,65eb269aec88669bc2689be6,65eb1de69438b51c1c55a653,Denoden causes Agoriv.,37922,Agoriv is associated with Denoden.,first,observation,0
2001,I am surprised that you think Flembers should be removed from the samples.,first,55,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Graduated High-school,113839,1709909762413,1709909648574,female,english,Flembers,Themaglin,5df2ebac820526203e557d37,65eb26808dda54013d61e25c,65eb1de69438b51c1c55a653,Themaglin causes Flembers.,54542,Themaglin is associated with Flembers.,second,avoidance,0
2007,I am surprised that you think Denoden should be removed from the samples.,second,70,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Graduated College,88992,1709909786710,1709909697718,female,English,Rebosen,Denoden,614b3ec34d93be8b23257fca,65eb26ad81543353d8dc3cdf,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,37720,Rebosen is associated with Denoden.,first,avoidance,0
1968,I was surprised to see Rebosen in yesterday's sample.,first,23,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Graduated College,50711,1709909656790,1709909606079,female,english,Rebosen,Ceflar,60ff6b0720fb724536710e7a,65eb265f96d3701edc35abb3,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,24962,Rebosen is associated with Ceflar.,first,observation,0
1973,I am surprised that you think Flembers should be removed from the samples.,second,27,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Higher degree,98881,1709909674535,1709909575654,female,english,Agoriv,Flembers,5eb126c5f13db7000855c7b7,65eb264385bb2717d03b6fa6,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,60082,Agoriv is associated with Flembers.,first,avoidance,0
1976,I am surprised that you think Ceflar should be removed from the samples.,first,37,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,,27095,1709909680522,1709909653427,female,,Ceflar,Themaglin,5f32fa63575cf50db8d2cc90,65eb26901fec2d02e641e356,65eb1de69438b51c1c55a653,Ceflar causes Themaglin.,17648,Themaglin is associated with Ceflar.,second,avoidance,0
1987,I was surprised to see Ceflar in yesterday's sample.,first,22,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated College,43907,1709909726145,1709909682238,male,English,Ceflar,Themaglin,60ca20a5bd71514ecaa909ca,65eb26afcdfabf70006de32a,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,28096,Themaglin is associated with Ceflar.,second,observation,0
1995,I was surprised to see Flembers in yesterday's sample.,first,52,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,All worked well,Higher degree,63821,1709909749026,1709909685205,female,English,Flembers,Rebosen,56bb120a724769000cb7462b,65eb26ab87df1a888c0b6742,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,34558,Flembers is associated with Rebosen.,first,observation,0
1996,I was surprised to see Themaglin in yesterday's sample.,second,49,Themaglin causes Agoriv.,Agoriv causes Themaglin.,Themaglin,,Graduated College,72731,1709909753905,1709909681174,female,,Agoriv,Themaglin,6234af5f445047924ab4b768,65eb26a669d580d8564ca03f,65eb1de69438b51c1c55a653,Agoriv causes Themaglin.,44047,Themaglin is associated with Agoriv.,second,observation,0
2036,I am surprised that you think Agoriv should be removed from the samples.,first,32,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,46873,1709909842176,1709909795303,male,English,Agoriv,Ceflar,63d005a719b996762d74064a,65eb271dac3068c6b4951225,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,18855,Ceflar is associated with Agoriv.,second,avoidance,0
2056,I was surprised to see Flembers in yesterday's sample.,first,42,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,56803,1709909877761,1709909820958,male,English,Flembers,Agoriv,5f5a89d96aeefe16da5edf39,65eb2735afdfb6a8c07d6b3c,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,36031,Agoriv is associated with Flembers.,second,observation,0
1970,I am surprised that you think Ceflar should be removed from the samples.,second,32,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Higher degree,66445,1709909663458,1709909597013,male,English,Denoden,Ceflar,60111122b75fc34c4f27cdda,65eb2655babf00edfeb037fd,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,44333,Denoden is associated with Ceflar.,first,avoidance,0
1971,I am surprised that you think Ceflar should be removed from the samples.,first,42,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated College,92408,1709909669329,1709909576921,female,English,Ceflar,Flembers,59e52174e75b450001a69189,65eb263e872e02b4a07982fc,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,66558,Flembers is associated with Ceflar.,second,avoidance,0
1977,I was surprised to see Flembers in yesterday's sample.,second,33,Denoden causes Flembers.,Flembers causes Denoden.,Denoden,,Higher degree,162749,1709909687862,1709909525113,male,Malayalam,Denoden,Flembers,63ea44a0adefd2af8e13015c,65eb2610f557996ec09f302c,65eb1de69438b51c1c55a653,Flembers causes Denoden.,140040,Denoden is associated with Flembers.,first,observation,0
1980,I was surprised to see Agoriv in yesterday's sample.,second,32,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Graduated College,123863,1709909628987,1709909505124,female,English,Ceflar,Agoriv,6310a8e72d2a091bb08a0c97,65eb262dec88669bc2689bbe,65eb1de69438b51c1c55a653,Agoriv causes Ceflar.,96626,Agoriv is associated with Ceflar.,second,observation,0
1986,I am surprised that you think Ceflar should be removed from the samples.,second,25,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated College,38827,1709909722616,1709909683789,female,English ,Denoden,Ceflar,60fce66ff77653f4d901411a,65eb262bf9a537da84856884,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,23386,Ceflar is associated with Denoden.,second,avoidance,0
1989,I was surprised to see Ceflar in yesterday's sample.,second,29,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated College,52368,1709909729117,1709909676749,male,ENGLISH ,Flembers,Ceflar,64786eefa8c32ca9114f035e,65eb26a987df1a888c0b6740,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,36054,Ceflar is associated with Flembers.,second,observation,0
1990,I was surprised to see Agoriv in yesterday's sample.,second,38,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,66601,1709909739630,1709909673029,female,English ,Ceflar,Agoriv,59c3cec45364260001dc4e61,65eb26a0b139d0170b65321e,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,39359,Agoriv is associated with Ceflar.,second,observation,0
1999,I am surprised that you think Themaglin should be removed from the samples.,first,43,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated High-school,121199,1709909759389,1709909638190,female,English,Themaglin,Ceflar,6032276df732e91d963c2bd8,65eb2678813edb2b01fe0fb8,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,72324,Themaglin is associated with Ceflar.,first,avoidance,0
1982,I am surprised that you think Denoden should be removed from the samples.,second,58,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Graduated High-school,66974,1709909705621,1709909638647,female,English,Ceflar,Denoden,5c838a63532afd001506fd34,65eb2681719bcd3081dc3ca9,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,40884,Ceflar is associated with Denoden.,first,avoidance,0
1985,I am surprised that you think Flembers should be removed from the samples.,first,56,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Graduated High-school,45442,1709909757370,1709909711928,male,English,Flembers,Ceflar,5abf31f8436f550001ffa822,65eb26a7d7f2e3c9aa7d6ae5,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,25570,Flembers is associated with Ceflar.,first,avoidance,0
1988,I was surprised to see Agoriv in yesterday's sample.,second,33,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Higher degree,49601,1709909727528,1709909677927,female,English,Flembers,Agoriv,5c28f3efdfe7fc0001cd8b28,65eb26a6ad8823bedeb03839,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,33216,Agoriv is associated with Flembers.,second,observation,0
1992,I am surprised that you think Agoriv should be removed from the samples.,second,35,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,71771,1709909742645,1709909670874,female,English,Flembers,Agoriv,653fcf588ab0516beb4bf546,65eb269a05812e2727637e2c,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,43535,Agoriv is associated with Flembers.,second,avoidance,0
2009,I am surprised that you think Denoden should be removed from the samples.,second,27,Denoden causes Agoriv.,Agoriv causes Denoden.,Denoden,,Graduated College,210142,1709909789011,1709909578869,female,English,Agoriv,Denoden,5a78f57a2a842c0001fc43db,65eb264471dabeb0c788c6e4,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,49329,Denoden is associated with Agoriv.,second,avoidance,0
2015,I was surprised to see Rebosen in yesterday's sample.,second,43,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Graduated High-school,41909,1709909797042,1709909755133,female,English,Themaglin,Rebosen,5589e729fdf99b18bd86d2c8,65eb26f4d11b2ac54bfdf08c,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,25180,Rebosen is associated with Themaglin.,second,observation,0
2042,I am surprised that you think Rebosen should be removed from the samples.,second,39,Rebosen causes Flembers.,Flembers causes Rebosen.,Rebosen,,Graduated College,55471,1709909856328,1709909800857,female,English,Flembers,Rebosen,60171277d472ae2062db3a35,65eb2721b139d0170b653240,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,43324,Flembers is associated with Rebosen.,first,avoidance,0
2044,I was surprised to see Denoden in yesterday's sample.,first,63,Denoden causes Rebosen.,Rebosen causes Denoden.,Denoden,,Higher degree,39798,1709909894511,1709909854713,female,,Denoden,Rebosen,63eaae9ee1256094c6a221cc,65eb270bc6ce80fa96ba283e,65eb1de69438b51c1c55a653,Rebosen causes Denoden.,19536,Denoden is associated with Rebosen.,first,observation,0
1984,I am surprised that you think Ceflar should be removed from the samples.,first,36,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated College,62908,1709909711579,1709909648671,female,English ,Ceflar,Flembers,60205d8a88ba9165dda2b151,65eb267069d580d8564ca024,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,36414,Flembers is associated with Ceflar.,second,avoidance,0
1998,I am surprised that you think Denoden should be removed from the samples.,first,39,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,46692,1709909758342,1709909711650,female,,Denoden,Ceflar,5dd55237ed7ea44e8d4e0398,65eb26c9699631acfceb461b,65eb1de69438b51c1c55a653,Denoden causes Ceflar.,24491,Ceflar is associated with Denoden.,second,avoidance,0
2014,I was surprised to see Rebosen in yesterday's sample.,first,31,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,34210,1709909797856,1709909763646,female,English,Rebosen,Denoden,60f7ed4caa41171ea9e95c8a,65eb26fd7cf136c8407983be,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,19759,Rebosen is associated with Denoden.,first,observation,0
2026,I am surprised that you think Flembers should be removed from the samples.,second,52,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Higher degree,89242,1709909826961,1709909737719,male,english,Rebosen,Flembers,60536d640af90db5d51d4102,65eb26e4e7c944fc8c16a733,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,64372,Flembers is associated with Rebosen.,second,avoidance,0
2027,I was surprised to see Rebosen in yesterday's sample.,first,25,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Graduated College,64901,1709909830164,1709909765263,male,,Rebosen,Denoden,63d1b1192b2b6d76dae50c06,65eb26fd6bc57316021fa31b,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,53120,Denoden is associated with Rebosen.,second,observation,0
2029,I am surprised that you think Flembers should be removed from the samples.,first,34,Flembers causes Rebosen.,Rebosen causes Flembers.,Flembers,,Graduated College,62940,1709909830847,1709909767907,female,english,Flembers,Rebosen,5bf671976c445d0001aea144,65eb2700d601bbd3d2f83370,65eb1de69438b51c1c55a653,Rebosen causes Flembers.,33844,Rebosen is associated with Flembers.,second,avoidance,0
2038,I am surprised that you think Ceflar should be removed from the samples.,first,38,Flembers causes Ceflar.,Ceflar causes Flembers.,Flembers,,Higher degree,119797,1709909846214,1709909726417,male,English ,Ceflar,Flembers,6111b4dd6f6ac03b5e1a44ba,65eb26d6a0c7c796458e99ee,65eb1de69438b51c1c55a653,Ceflar causes Flembers.,80209,Flembers is associated with Ceflar.,second,avoidance,0
2046,I am surprised that you think Ceflar should be removed from the samples.,second,49,Ceflar causes Denoden.,Denoden causes Ceflar.,Ceflar,,Did not graduate High-school,113731,1709909864038,1709909750307,female,English ,Denoden,Ceflar,5ce1b491fd6595001ba5a4cc,65eb26e9f557996ec09f308e,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,69906,Ceflar is associated with Denoden.,second,avoidance,0
2008,I was surprised to see Agoriv in yesterday's sample.,first,20,Flembers causes Agoriv.,Agoriv causes Flembers.,Flembers,,Graduated College,42833,1709909783616,1709909740783,male,english,Agoriv,Flembers,6400eead41ccfe4db1ca8826,65eb26e4c4d54d368d2ec7e6,65eb1de69438b51c1c55a653,Flembers causes Agoriv.,19254,Agoriv is associated with Flembers.,first,observation,0
2016,I was surprised to see Agoriv in yesterday's sample.,second,33,Agoriv causes Themaglin.,Themaglin causes Agoriv.,Agoriv,,Graduated College,40151,1709909805824,1709909765673,male,English,Themaglin,Agoriv,5c2625b9101408000140c29e,65eb26ee67998c58e15db55c,65eb1de69438b51c1c55a653,Themaglin causes Agoriv.,21130,Agoriv is associated with Themaglin.,second,observation,0
2035,I was surprised to see Denoden in yesterday's sample.,first,70,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,Tricky little question ,Graduated High-school,97651,1709909842834,1709909745183,male,English ,Denoden,Rebosen,647ae33488a46aeb7e315da1,65eb26e24e80c636f7ab658c,65eb1de69438b51c1c55a653,Rebosen causes Denoden.,33398,Rebosen is associated with Denoden.,second,observation,0
2040,I was surprised to see Denoden in yesterday's sample.,first,28,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,39405,1709909849117,1709909809712,female,english,Denoden,Flembers,5fa544d14d75e022cf2cc455,65eb2729a0c7c796458e9a14,65eb1de69438b51c1c55a653,Denoden causes Flembers.,19532,Denoden is associated with Flembers.,first,observation,0
2049,I was surprised to see Agoriv in yesterday's sample.,first,67,Agoriv causes Ceflar.,Ceflar causes Agoriv.,Agoriv,,Higher degree,108843,1709909866805,1709909757962,female,English,Agoriv,Ceflar,5e5bd1fe2020743b7f4e713b,65eb26f355264c2c144a115d,65eb1de69438b51c1c55a653,Ceflar causes Agoriv.,72629,Ceflar is associated with Agoriv.,second,observation,0
2055,I was surprised to see Flembers in yesterday's sample.,first,27,Agoriv causes Flembers.,Flembers causes Agoriv.,Agoriv,,Graduated College,14695,1709909878326,1709909863631,female,English,Flembers,Agoriv,6130c8020154d654a21563c7,65eb27376bc57316021fa325,65eb1de69438b51c1c55a653,Agoriv causes Flembers.,4896,Flembers is associated with Agoriv.,first,observation,0
2059,I am surprised that you think Themaglin should be removed from the samples.,first,67,Ceflar causes Themaglin.,Themaglin causes Ceflar.,Ceflar,,Graduated High-school,93602,1709910133600,1709910039998,female,English,Themaglin,Ceflar,64ba9642130597dc3e7ee6bb,65eb2718a7ccec4364ab668c,65eb1de69438b51c1c55a653,Themaglin causes Ceflar.,47280,Ceflar is associated with Themaglin.,second,avoidance,0
2080,I am surprised that you think Denoden should be removed from the samples.,second,77,Flembers causes Denoden.,Denoden causes Flembers.,Flembers,,Graduated College,136135,1709909932891,1709909796756,male,,Flembers,Denoden,5ed8f853923c0941e1238299,65eb271a55264c2c144a1167,65eb1de69438b51c1c55a653,Flembers causes Denoden.,80942,Denoden is associated with Flembers.,second,avoidance,0
2010,I am surprised that you think Denoden should be removed from the samples.,second,64,Denoden causes Ceflar.,Ceflar causes Denoden.,Denoden,,Higher degree,85374,1709909791164,1709909705790,female,English ,Ceflar,Denoden,5d120da16127370015883ac3,65eb26bf32c887872a07d477,65eb1de69438b51c1c55a653,Ceflar causes Denoden.,42526,Denoden is associated with Ceflar.,second,avoidance,0
2024,I was surprised to see Flembers in yesterday's sample.,second,42,Themaglin causes Flembers.,Flembers causes Themaglin.,Themaglin,,Higher degree,245795,1709909815359,1709909569564,female,English ,Themaglin,Flembers,6165fce1aac95fe76f58865c,65eb263ad11b2ac54bfdf059,65eb1de69438b51c1c55a653,Flembers causes Themaglin.,225734,Flembers is associated with Themaglin.,second,observation,0
2061,I was surprised to see Rebosen in yesterday's sample.,first,28,Rebosen causes Denoden.,Denoden causes Rebosen.,Rebosen,,Higher degree,67781,1709909893439,1709909825658,female,English ,Rebosen,Denoden,5f515db25d41a43a45802070,65eb273a32c887872a07d49c,65eb1de69438b51c1c55a653,Denoden causes Rebosen.,36908,Rebosen is associated with Denoden.,first,observation,0
2062,I was surprised to see Rebosen in yesterday's sample.,first,62,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated High-school,89979,1709909894072,1709909804093,female,,Rebosen,Agoriv,65b67ca8930e8f5dbfa8d4e6,65eb271e4e91e8adcf0ca78a,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,62571,Agoriv is associated with Rebosen.,second,observation,0
2072,I was surprised to see Agoriv in yesterday's sample.,first,44,Agoriv causes Denoden.,Denoden causes Agoriv.,Agoriv,,Higher degree,34051,1709909913280,1709909879229,male,english,Agoriv,Denoden,5a840fcfb093f80001a7cf78,65eb276f141a28f12029b453,65eb1de69438b51c1c55a653,Agoriv causes Denoden.,13361,Denoden is associated with Agoriv.,second,observation,0
2084,I am surprised that you think Rebosen should be removed from the samples.,second,62,Rebosen causes Themaglin.,Themaglin causes Rebosen.,Rebosen,,Higher degree,55438,1709910145857,1709910090419,female,English,Themaglin,Rebosen,5fd261e9a99c8e03e7258d03,65eb27778dda54013d61e2a1,65eb1de69438b51c1c55a653,Themaglin causes Rebosen.,34059,Themaglin is associated with Rebosen.,first,avoidance,0
2011,I was surprised to see Agoriv in yesterday's sample.,second,56,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Higher degree,71421,1709909793563,1709909722142,female,English ,Rebosen,Agoriv,56b48befb2de2a000b322754,65eb26d1f4ca300b44278f10,65eb1de69438b51c1c55a653,Rebosen causes Agoriv.,46860,Rebosen is associated with Agoriv.,first,observation,0
2012,I was surprised to see Rebosen in yesterday's sample.,second,39,Agoriv causes Rebosen.,Rebosen causes Agoriv.,Agoriv,,Graduated High-school,57675,1709909793484,1709909735809,male,English,Agoriv,Rebosen,5d128b2090265e00159ba969,65eb26e284b186b8eb8ffb49,65eb1de69438b51c1c55a653,Agoriv causes Rebosen.,36934,Rebosen is associated with Agoriv.,second,observation,0
2017,I am surprised that you think Ceflar should be removed from the samples.,second,46,Themaglin causes Ceflar.,Ceflar causes Themaglin.,Themaglin,,Graduated College,59956,1709909805275,1709909745319,female,english,Themaglin,Ceflar,5addc71edee8590001b035e2,65eb26ead3f8dd04c5f32cd9,65eb1de69438b51c1c55a653,Ceflar causes Themaglin.,34837,Themaglin is associated with Ceflar.,first,avoidance,0
2020,I am surprised that you think Denoden should be removed from the samples.,first,29,Denoden causes Themaglin.,Themaglin causes Denoden.,Denoden,,Graduated College,492775,1709909812078,1709909319303,male,English,Denoden,Themaglin,60fc1f84103c6aa86a429ada,65eb24f5a21d0d581ffe0f26,65eb1de69438b51c1c55a653,Themaglin causes Denoden.,456275,Themaglin is associated with Denoden.,second,avoidance,0
2033,I was surprised to see Flembers in yesterday's sample.,second,42,Ceflar causes Flembers.,Flembers causes Ceflar.,Ceflar,,Graduated College,47297,1709909837821,1709909790524,male,english,Ceflar,Flembers,55dc915b50a1f7001190ddb4,65eb271796d3701edc35ac17,65eb1de69438b51c1c55a653,Flembers causes Ceflar.,25464,Flembers is associated with Ceflar.,second,observation,0
2050,I am surprised that you think Rebosen should be removed from the samples.,second,37,Ceflar causes Rebosen.,Rebosen causes Ceflar.,Ceflar,,Higher degree,38763,1709909868443,1709909829680,female,,Ceflar,Rebosen,61601a00493c2090cd0ea837,65eb273e5aae67e518c94788,65eb1de69438b51c1c55a653,Rebosen causes Ceflar.,24072,Rebosen is associated with Ceflar.,second,avoidance,0
2079,I was surprised to see Rebosen in yesterday's sample.,second,26,Rebosen causes Ceflar.,Ceflar causes Rebosen.,Rebosen,,Graduated High-school,50069,1709909924517,1709909874448,male,English,Ceflar,Rebosen,65bbae0c9be9bb4d76ae2c18,65eb276e08c0828ed0b7dc3a,65eb1de69438b51c1c55a653,Ceflar causes Rebosen.,24326,Rebosen is associated with Ceflar.,second,observation,0
